decision_date,positions,turnover,n_pos,ret_excess,ret_excess_net
2023-12-29,8,0.5,8,0.0071231806545575815,0.006623180654557581
2024-01-05,8,0.75,8,0.00699568215036292,0.006495682150362919
2024-01-12,8,0.0,8,0.005578407817895481,0.005078407817895481
2024-01-19,8,0.5,8,0.004590640860814038,0.004090640860814038
2024-02-02,8,0.75,8,0.002832616790944986,0.0023326167909449858
2024-02-09,8,0.5,8,0.004137686295555804,0.003637686295555803
2024-02-16,8,0.0,8,0.0007695003183716687,0.0002695003183716682
2024-02-23,8,0.5,8,-0.0024105243099857843,-0.0029105243099857847
2024-03-01,8,0.25,8,-0.002454178129659812,-0.0029541781296598124
2024-03-15,8,0.5,8,0.004349074615766779,0.003849074615766779
2024-03-22,8,0.25,8,-0.0006983959740501089,-0.0011983959740501093
2024-04-05,8,0.25,8,0.006046869775089003,0.005546869775089003
2024-04-12,8,0.75,8,0.0028493083516019924,0.002349308351601992
2024-04-19,8,0.5,8,0.004129207576412802,0.003629207576412802
2024-04-26,8,0.5,8,0.005468639311880963,0.004968639311880962
2024-05-03,8,0.25,8,-0.022076002281233797,-0.022576002281233798
2024-05-10,8,0.25,8,0.008072054245572946,0.007572054245572946
2024-05-17,8,0.25,8,0.00865228542558008,0.00815228542558008
2024-05-24,8,0.25,8,0.014643921534104543,0.014143921534104542
2024-05-31,8,0.25,8,0.012040527308596866,0.011540527308596865
2024-06-07,8,0.5,8,0.006193226377503691,0.005693226377503691
2024-06-14,8,0.25,8,0.011416926908549674,0.010916926908549673
2024-06-21,8,0.25,8,0.031982412313771635,0.031482412313771635
2024-06-28,8,0.25,8,0.01659896253680712,0.01609896253680712
2024-07-05,8,0.25,8,-0.005395821912788826,-0.005895821912788826
2024-07-12,8,0.0,8,0.014713191807193576,0.014213191807193576
2024-07-19,8,0.25,8,0.01597933129365639,0.01547933129365639
2024-07-26,8,0.25,8,0.001044354283381968,0.0005443542833819677
2024-08-02,8,0.25,8,0.00866488101433495,0.008164881014334949
2024-08-09,8,0.0,8,0.01585934733261797,0.01535934733261797
2024-08-16,8,0.0,8,0.012751625162789257,0.012251625162789256
2024-08-23,8,0.25,8,0.014384270284293413,0.013884270284293412
2024-08-30,8,0.5,8,0.02264940762363439,0.02214940762363439
2024-09-06,8,0.25,8,0.01077154556384717,0.01027154556384717
2024-09-13,8,0.25,8,-0.001998830685729258,-0.0024988306857292586
2024-09-20,8,0.25,8,0.010478431967483229,0.009978431967483228
2024-09-27,8,0.25,8,0.020048486638927304,0.019548486638927304
2024-10-04,8,0.25,8,0.020975896539866548,0.020475896539866548
2024-10-11,8,0.25,8,0.01876699572069805,0.01826699572069805
2024-10-18,8,0.75,8,-0.00449739462759427,-0.0049973946275942704
2024-10-25,8,0.75,8,0.010512617419565398,0.010012617419565398
2024-11-08,8,0.5,8,-0.0034686722874061188,-0.003968672287406119
2024-11-22,8,0.75,8,0.0039375669825924275,0.003437566982592427
2024-11-29,8,0.5,8,-0.00653141987663769,-0.00703141987663769
2024-12-06,8,0.25,8,0.008458619728268002,0.007958619728268002
2024-12-13,8,0.25,8,0.00696783614290368,0.00646783614290368
2024-12-20,8,0.0,8,0.0006942841759791235,0.00019428417597912317
