decision_date,n_pos,ret_excess,ret_excess_net,turnover,hits,equity
2022-05-13,8,0.00839998226014707,0.00789998226014707,0.75,6,1.4859077212399934
2022-05-20,8,0.007576496393194382,0.007076496393194381,0.75,8,1.4964227418699678
2022-05-27,8,0.000720646457840507,0.00022064645784050652,0.5,3,1.4967529222473934
2022-06-03,8,0.012429550193802569,0.011929550193802568,0.5,5,1.5146085113610643
2022-06-10,8,0.014439798472547782,0.013939798472547782,0.25,6,1.5357218487742432
2022-06-17,8,0.014082681884540316,0.013582681884540315,0.25,4,1.556581070109282
2022-06-24,8,0.012248590424563999,0.011748590424563998,0.25,4,1.5748687035646254
2022-07-01,8,0.0017931924476283223,0.0012931924476283219,0.25,6,1.5769053118780814
2022-07-08,8,0.0006707540407119572,0.0001707540407119571,0.5,3,1.5771745748319046
2022-07-15,8,0.002543123948031467,0.0020431239480314667,0.5,5,1.58039693797597
2022-07-22,8,0.00896736853382138,0.008467368533821379,0.75,6,1.5937787412795354
2022-07-29,8,0.010407588767038983,0.009907588767038983,0.25,7,1.6095692456337822
2022-08-05,8,0.00629437253730003,0.00579437253730003,0.25,6,1.6188956894675652
2022-08-12,8,0.006505318636340934,0.006005318636340934,0.0,6,1.6286176739218168
2022-08-19,8,0.012828444176052306,0.012328444176052306,0.25,8,1.648695995998894
2022-08-26,8,0.007584275548092878,0.007084275548092878,0.25,6,1.6603758127295876
2022-09-02,8,0.006823098831020918,0.006323098831020918,0.0,5,1.6708745330901136
2022-09-09,8,0.009416490553225326,0.008916490553225326,0.0,6,1.6857728700800363
2022-09-16,8,0.008332129656075077,0.007832129656075076,0.0,7,1.698976061769197
2022-09-23,8,0.010033286643672146,0.009533286643672145,0.5,7,1.71517288756678
2022-09-30,8,-0.0005419475944088703,-0.0010419475944088707,0.75,5,1.7133857673025845
2022-10-07,8,0.007223248242472502,0.0067232482424725015,0.5,6,1.7249052851512787
2022-10-14,8,3.3720001341719374e-05,-0.00046627999865828107,0.75,5,1.7241009963172327
2022-10-21,8,0.0004554193132209061,-4.458068677909427e-05,0.5,5,1.7240241347107403
2022-10-28,8,0.011116524431309699,0.010616524431309698,0.5,8,1.7423272790570645
2022-11-04,8,0.02969037578836531,0.029190375788365308,0.25,8,1.7931864670790603
2022-11-11,8,0.029460476080138118,0.028960476080138117,0.5,8,1.8451180008661308
2022-11-18,8,0.030822045871180564,0.030322045871180564,0.25,8,1.9010657535261346
2022-11-25,8,0.02890940726198632,0.02840940726198632,0.5,8,1.9550739047498733
2022-12-02,8,0.03054631822822236,0.03004631822822236,0.25,8,2.0138166774516817
2022-12-09,8,0.027466723635717658,0.026966723635717657,0.25,8,2.0681227152455204
2022-12-16,8,0.02139175857996413,0.02089175857996413,0.5,7,2.11132943572617
2022-12-23,8,0.02147008005371441,0.02097008005371441,0.25,7,2.1556041830131116
2022-12-30,8,0.02169605715075827,0.02119605715075827,0.25,7,2.201294492470671
2023-01-06,8,0.015577386674347007,0.015077386674347007,0.25,7,2.2344842607177617
2023-01-13,8,0.019369145117076367,0.018869145117076366,0.25,7,2.2766470684950684
2023-01-20,8,0.020334848295880434,0.019834848295880433,0.25,7,2.3218040177219286
2023-01-27,8,0.01304734767827212,0.01254734767827212,1.25,8,2.3509364999730944
2023-02-03,8,0.000925734721003324,0.00042573472100332365,0.5,4,2.351937375268007
2023-02-10,8,0.003352321938395908,0.0028523219383959075,0.5,5,2.358645857841217
2023-02-17,8,0.0038589439972906148,0.0033589439972906143,0.75,5,2.3665684171871466
2023-02-24,8,0.003947241406171337,0.0034472414061713363,0.5,3,2.3747265498254113
2023-03-03,8,0.0007224394507939769,0.00022243945079397675,0.75,4,2.3752547826949404
2023-03-10,8,0.0006743136945256967,0.00017431369452569634,0.25,3,2.375668822131552
2023-03-17,8,0.004471438909534942,0.003971438909534941,0.25,4,2.385103645727934
2023-03-24,8,0.0011645687679663064,0.0006645687679663059,0.25,5,2.3866887111192474
2023-03-31,8,-0.0015689540875821473,-0.0020689540875821477,0.0,4,2.381750761754591
2023-04-21,8,0.011893136033873375,0.011393136033873374,0.75,7,2.4088863721820433
2023-04-28,8,0.0088793086283451,0.0083793086283451,0.5,6,2.429071174545171
2023-05-05,8,0.01567805097180558,0.015178050971805579,0.25,7,2.4659397406465615
2023-05-12,8,0.012739097350197959,0.012239097350197958,0.75,7,2.496120617192057
2023-05-19,8,0.00943276339747301,0.00893276339747301,0.25,5,2.518417872076988
2023-05-26,8,0.02059046547085361,0.020090465470853608,0.25,7,2.5690140593771313
2023-06-02,8,0.023373902263764262,0.022873902263764262,0.5,8,2.62777743588556
2023-06-09,8,0.023627860352531116,0.023127860352531115,0.5,6,2.6885523054602536
2023-06-16,8,0.018209909754170278,0.017709909754170278,0.5,7,2.736166324159321
2023-06-23,8,0.01802345330216726,0.017523453302167258,0.25,7,2.78411340696769
2023-06-30,8,0.02404388736993124,0.023543887369931238,0.75,7,2.8496622594464527
2023-07-07,8,0.01733952811324796,0.01683952811324796,0.25,7,2.897649227177663
2023-07-14,8,0.01574333118253199,0.015243331182531988,0.75,7,2.9418190539983398
2023-07-21,8,0.020083704927646787,0.019583704927646786,0.75,7,2.9994307703023724
2023-07-28,8,0.017208606542688437,0.016708606542688437,0.75,7,3.0495470788953876
2023-08-04,8,0.017240251862932626,0.016740251862932626,0.5,7,3.1005972650639673
2023-08-11,8,0.018634027072076065,0.018134027072076064,0.75,6,3.156823579808242
2023-08-18,8,0.015057019669973137,0.014557019669973137,0.0,6,3.2027775227541455
2023-08-25,8,0.009183168785609486,0.008683168785609485,0.25,5,3.230587780566976
2023-09-01,8,-0.002821602942941287,-0.0033216029429412874,0.25,3,3.2198570506876143
2023-09-08,8,-0.0008198168606213807,-0.0013198168606213811,0.25,4,3.215607429063326
2023-09-15,8,-0.0027350351050360044,-0.003235035105036005,0.5,4,3.2052048261462915
2023-09-22,8,-0.005202179521963141,-0.005702179521963141,0.25,3,3.1869281728229426
2023-09-29,8,-0.005041420883416414,-0.005541420883416415,0.25,4,3.1692680624921135
2023-10-06,8,-0.001165024660503139,-0.0016650246605031394,0.25,5,3.163991153012319
2023-10-13,8,-0.010319561047007875,-0.010819561047007875,0.25,3,3.1297581575801092
2023-10-20,8,-0.004082600223334204,-0.0045826002233342045,0.25,5,3.1154157271482004
2023-10-27,8,0.003184908077789511,0.0026849080777895107,0.5,6,3.123780331999693
2023-11-03,8,0.004188312993236271,0.00368831299323627,0.5,6,3.1353018115862237
2023-11-10,8,0.004753340223981717,0.004253340223981716,0.25,6,3.148637316895766
2023-11-17,8,0.0038599633963571633,0.003359963396357163,0.0,6,3.1592166230289402
2023-11-24,8,0.006082991443600999,0.005582991443600999,0.0,6,3.176854502403793
2023-12-01,8,0.007322935099851324,0.006822935099851324,0.0,7,3.1985299744953646
2023-12-08,8,0.0036915258190956257,0.0031915258190956253,0.25,5,3.2087381654921177
2023-12-15,8,0.0011109981550262715,0.0006109981550262711,0.25,5,3.2106986985911954
2023-12-22,8,0.009874861977588106,0.009374861977588106,0.5,7,3.24079855574211
2023-12-29,8,0.0071231806545575815,0.006623180654557581,0.5,5,3.262262950041819
2024-01-05,8,0.00699568215036292,0.006495682150362919,0.75,4,3.2834535732561965
2024-01-12,8,0.005578407817895481,0.005078407817895481,0.0,4,3.300128289552318
2024-01-19,8,0.004590640860814038,0.004090640860814038,0.5,4,3.3136279291794892
2024-02-02,8,0.002832616790944986,0.0023326167909449858,0.75,4,3.3213573533260377
2024-02-09,8,0.004137686295555804,0.003637686295555803,0.5,5,3.3334394094528754
2024-02-16,8,0.0007695003183716687,0.0002695003183716682,0.0,4,3.3343377724349956
2024-02-23,8,-0.0024105243099857843,-0.0029105243099857847,0.5,2,3.3246331012906194
2024-03-01,8,-0.002454178129659812,-0.0029541781296598124,0.25,4,3.3148115428936435
2024-03-15,8,0.004349074615766779,0.003849074615766779,0.5,5,3.327570499859446
2024-03-22,8,-0.0006983959740501089,-0.0011983959740501093,0.25,4,3.3235827527690462
2024-04-05,8,0.006046869775089003,0.005546869775089003,0.25,5,3.3420182334853883
2024-04-12,8,0.0028493083516019924,0.002349308351601992,0.75,5,3.3498696648325215
2024-04-19,8,0.004129207576412802,0.003629207576412802,0.5,4,3.3620270372001273
2024-04-26,8,0.005468639311880963,0.004968639311880962,0.5,3,3.3787317369047667
2024-05-03,8,-0.022076002281233797,-0.022576002281233798,0.25,0,3.3024534815047275
2024-05-10,8,0.008072054245572946,0.007572054245572946,0.25,6,3.327459838410163
2024-05-17,8,0.00865228542558008,0.00815228542558008,0.25,7,3.3545862407550366
2024-05-24,8,0.014643921534104543,0.014143921534104542,0.25,7,3.4020332453236626
2024-05-31,8,0.012040527308596866,0.011540527308596865,0.25,7,3.4412945028960746
2024-06-07,8,0.006193226377503691,0.005693226377503691,0.5,6,3.4608865715327215
2024-06-14,8,0.011416926908549674,0.010916926908549673,0.25,7,3.4986688172729252
2024-06-21,8,0.031982412313771635,0.031482412313771635,0.25,8,3.608815351527647
2024-06-28,8,0.01659896253680712,0.01609896253680712,0.25,8,3.6669135346741446
2024-07-05,8,-0.005395821912788826,-0.005895821912788826,0.25,4,3.645294065504111
2024-07-12,8,0.014713191807193576,0.014213191807193576,0.0,7,3.697105329250745
2024-07-19,8,0.01597933129365639,0.01547933129365639,0.25,7,3.7543340474697597
2024-07-26,8,0.001044354283381968,0.0005443542833819677,0.25,3,3.756377735289747
2024-08-02,8,0.00866488101433495,0.008164881014334949,0.25,7,3.7870481125432844
2024-08-09,8,0.01585934733261797,0.01535934733261797,0.0,7,3.845214699869172
2024-08-16,8,0.012751625162789257,0.012251625162789256,0.0,7,3.8923248290424164
2024-08-23,8,0.014384270284293413,0.013884270284293412,0.25,8,3.946366919003107
2024-08-30,8,0.02264940762363439,0.02214940762363439,0.5,8,4.0337766085245335
2024-09-06,8,0.01077154556384717,0.01027154556384717,0.25,6,4.075209728753374
2024-09-13,8,-0.001998830685729258,-0.0024988306857292586,0.25,3,4.065026469632383
2024-09-20,8,0.010478431967483229,0.009978431967483228,0.25,6,4.105589059705628
2024-09-27,8,0.020048486638927304,0.019548486638927304,0.25,8,4.185847112584209
2024-10-04,8,0.020975896539866548,0.020475896539866548,0.25,8,4.271556084993183
2024-10-11,8,0.01876699572069805,0.01826699572069805,0.25,7,4.349584581718474
2024-10-18,8,-0.00449739462759427,-0.0049973946275942704,0.75,2,4.327847991097528
2024-10-25,8,0.010512617419565398,0.010012617419565398,0.75,7,4.371181077282422
2024-11-08,8,-0.0034686722874061188,-0.003968672287406119,0.5,4,4.353833292077777
2024-11-22,8,0.0039375669825924275,0.003437566982592427,0.75,6,4.3687998856503345
2024-11-29,8,-0.00653141987663769,-0.00703141987663769,0.5,3,4.33808101929732
2024-12-06,8,0.008458619728268002,0.007958619728268002,0.25,7,4.372606156480324
2024-12-13,8,0.00696783614290368,0.00646783614290368,0.25,6,4.40088745661789
2024-12-20,8,0.0006942841759791235,0.00019428417597912317,0.0,4,4.401742479410976
