date,fund_id,y_true,xgb,fold
2022-04-13,LIC_LargeCap,0,0.91948754,4
2022-04-18,LIC_LargeCap,1,0.9235227,4
2022-04-19,LIC_LargeCap,1,0.95320606,4
2022-04-20,LIC_LargeCap,1,0.96102065,4
2022-04-21,LIC_LargeCap,0,0.9686807,4
2022-04-22,LIC_LargeCap,1,0.9438684,4
2022-04-25,LIC_LargeCap,1,0.9387739,4
2022-04-26,LIC_LargeCap,1,0.9419737,4
2022-04-27,LIC_LargeCap,1,0.95214015,4
2022-04-28,LIC_LargeCap,1,0.96933854,4
2022-04-29,LIC_LargeCap,1,0.9712403,4
2022-05-02,LIC_LargeCap,1,0.96054804,4
2022-05-04,LIC_LargeCap,1,0.9736602,4
2022-05-05,LIC_LargeCap,1,0.95833707,4
2022-05-06,LIC_LargeCap,1,0.976385,4
2022-05-09,LIC_LargeCap,1,0.9686558,4
2022-05-10,LIC_LargeCap,1,0.9546884,4
2022-05-11,LIC_LargeCap,1,0.95249337,4
2022-05-12,LIC_LargeCap,1,0.9521691,4
2022-05-13,LIC_LargeCap,1,0.93017745,4
2022-05-16,LIC_LargeCap,1,0.92547905,4
2022-05-17,LIC_LargeCap,1,0.9473086,4
2022-05-18,LIC_LargeCap,1,0.93677527,4
2022-05-19,LIC_LargeCap,1,0.9279965,4
2022-05-20,LIC_LargeCap,1,0.96027875,4
2022-05-23,LIC_LargeCap,1,0.9616343,4
2022-05-24,LIC_LargeCap,1,0.9623508,4
2022-05-25,LIC_LargeCap,1,0.9399821,4
2022-05-26,LIC_LargeCap,0,0.95616776,4
2022-05-27,LIC_LargeCap,0,0.9363931,4
2022-05-30,LIC_LargeCap,0,0.94617724,4
2022-05-31,LIC_LargeCap,0,0.8674945,4
2022-06-01,LIC_LargeCap,0,0.8771088,4
2022-06-02,LIC_LargeCap,1,0.92795473,4
2022-06-03,LIC_LargeCap,1,0.9195883,4
2022-06-06,LIC_LargeCap,0,0.9109341,4
2022-06-07,LIC_LargeCap,1,0.9595803,4
2022-06-08,LIC_LargeCap,1,0.951452,4
2022-06-09,LIC_LargeCap,1,0.93944436,4
2022-06-10,LIC_LargeCap,1,0.93891704,4
