date,gold_inr
2019-08-27,1541
2019-08-28,1537.800049
2019-08-29,1526.5
2019-08-30,1519.099976
2019-09-03,1545.900024
2019-09-04,1550.300049
2019-09-05,1515.400024
2019-09-06,1506.199951
2019-09-09,1502.199951
2019-09-10,1490.300049
2019-09-11,1494.400024
2019-09-12,1498.699951
2019-09-13,1490.900024
2019-09-16,1503.099976
2019-09-17,1505.099976
2019-09-18,1507.5
2019-09-19,1498.400024
2019-09-20,1507.300049
2019-09-23,1523.699951
2019-09-24,1532.099976
2019-09-25,1504.599976
2019-09-26,1507.5
2019-09-27,1499.099976
2019-09-30,1465.699951
2019-10-01,1482
2019-10-02,1501
2019-10-03,1507.099976
2019-10-04,1506.199951
2019-10-07,1497.699951
2019-10-08,1497.199951
2019-10-09,1506.099976
2019-10-10,1494.800049
2019-10-11,1482.699951
2019-10-14,1491.699951
2019-10-15,1477.599976
2019-10-16,1488
2019-10-17,1492.300049
2019-10-18,1488.199951
2019-10-21,1482.400024
2019-10-22,1481.699951
2019-10-23,1489.900024
2019-10-24,1498.900024
2019-10-25,1499.5
2019-10-28,1490
2019-10-29,1487
2019-10-30,1493.199951
2019-10-31,1511.400024
2019-11-01,1508
2019-11-04,1508
2019-11-05,1480.800049
2019-11-06,1490.199951
2019-11-07,1464.199951
2019-11-08,1461.300049
2019-11-11,1455.5
2019-11-12,1452.099976
2019-11-13,1461.699951
2019-11-14,1471.800049
2019-11-15,1467.300049
2019-11-18,1470.900024
2019-11-19,1473.300049
2019-11-20,1473.300049
2019-11-21,1463.099976
2019-11-22,1463.099976
2019-11-25,1456.599976
2019-11-26,1459.800049
2019-11-27,1453.400024
2019-11-29,1465.599976
2019-12-02,1462.300049
2019-12-03,1478.199951
2019-12-04,1474
2019-12-05,1476.900024
2019-12-06,1459.099976
2019-12-09,1459.300049
2019-12-10,1462.599976
2019-12-11,1469.400024
2019-12-12,1466.699951
2019-12-13,1475.599976
2019-12-16,1475
2019-12-17,1474.599976
2019-12-18,1472.599976
2019-12-19,1478.199951
2019-12-20,1474.699951
2019-12-23,1482.5
2019-12-24,1499.099976
2019-12-26,1509.300049
2019-12-27,1513.800049
2019-12-30,1514.5
2019-12-31,1519.5
2020-01-02,1524.5
2020-01-03,1549.199951
2020-01-06,1566.199951
2020-01-07,1571.800049
2020-01-08,1557.400024
2020-01-09,1551.699951
2020-01-10,1557.5
2020-01-13,1548.400024
2020-01-14,1542.400024
2020-01-15,1552.099976
2020-01-16,1549
2020-01-17,1558.800049
2020-01-21,1556.400024
2020-01-22,1555.300049
2020-01-23,1564.599976
2020-01-24,1571.099976
2020-01-27,1576.800049
2020-01-28,1569.199951
2020-01-29,1569.800049
2020-01-30,1583.5
2020-01-31,1582.900024
2020-02-03,1577.199951
2020-02-04,1550.400024
2020-02-05,1557.800049
2020-02-06,1565.099976
2020-02-07,1568.599976
2020-02-10,1574.699951
2020-02-11,1565.599976
2020-02-12,1567.400024
2020-02-13,1575.099976
2020-02-14,1582.699951
2020-02-18,1600
2020-02-19,1607.5
2020-02-20,1616.599976
2020-02-21,1644.599976
2020-02-24,1672.400024
2020-02-25,1646.900024
2020-02-26,1640
2020-02-27,1640
2020-02-28,1564.099976
2020-03-02,1592.300049
2020-03-03,1642.099976
2020-03-04,1641.099976
2020-03-05,1666.400024
2020-03-06,1670.800049
2020-03-09,1674.5
2020-03-10,1659.099976
2020-03-11,1641.400024
2020-03-12,1589.300049
2020-03-13,1515.699951
2020-03-16,1485.900024
2020-03-17,1524.900024
2020-03-18,1477.300049
2020-03-19,1478.599976
2020-03-20,1484
2020-03-23,1567
2020-03-24,1660.199951
2020-03-25,1632.300049
2020-03-26,1650.099976
2020-03-27,1623.900024
2020-03-30,1622
2020-03-31,1583.400024
2020-04-01,1578.199951
2020-04-02,1625.699951
2020-04-03,1633.699951
2020-04-06,1677
2020-04-07,1664.800049
2020-04-08,1665.400024
2020-04-09,1736.199951
2020-04-13,1744.800049
2020-04-14,1756.699951
2020-04-15,1727.199951
2020-04-16,1720.400024
2020-04-17,1689.199951
2020-04-20,1701.599976
2020-04-21,1678.199951
2020-04-22,1728.699951
2020-04-23,1733.300049
2020-04-24,1723.5
2020-04-27,1711.900024
2020-04-28,1710.5
2020-04-29,1703.400024
2020-04-30,1684.199951
2020-05-01,1694.5
2020-05-04,1706.900024
2020-05-05,1704.400024
2020-05-06,1684.199951
2020-05-07,1721.800049
2020-05-08,1709.900024
2020-05-11,1695.300049
2020-05-12,1704.400024
2020-05-13,1713.900024
2020-05-14,1738.099976
2020-05-15,1753.400024
2020-05-18,1731.800049
2020-05-19,1744.199951
2020-05-20,1750.599976
2020-05-21,1720.5
2020-05-22,1734.599976
2020-05-26,1704.800049
2020-05-27,1710.300049
2020-05-28,1713.300049
2020-05-29,1736.900024
2020-06-01,1737.800049
2020-06-02,1725.199951
2020-06-03,1697.800049
2020-06-04,1718.900024
2020-06-05,1676.199951
2020-06-08,1698.300049
2020-06-09,1714.699951
2020-06-10,1713.300049
2020-06-11,1732
2020-06-12,1729.300049
2020-06-15,1720.300049
2020-06-16,1729.599976
2020-06-17,1729.199951
2020-06-18,1724.800049
2020-06-19,1745.900024
2020-06-22,1756.699951
2020-06-23,1772.099976
2020-06-24,1765.800049
2020-06-25,1762.099976
2020-06-26,1772.5
2020-06-29,1774.800049
2020-06-30,1793
2020-07-01,1773.199951
2020-07-02,1784
2020-07-06,1788.5
2020-07-07,1804.199951
2020-07-08,1815.5
2020-07-09,1799.199951
2020-07-10,1798.199951
2020-07-13,1811
2020-07-14,1810.599976
2020-07-15,1811.400024
2020-07-16,1798.699951
2020-07-17,1808.300049
2020-07-20,1815.900024
2020-07-21,1842.400024
2020-07-22,1864.099976
2020-07-23,1889.099976
2020-07-24,1897.300049
2020-07-27,1931
2020-07-28,1944.699951
2020-07-29,1953.5
2020-07-30,1942.300049
2020-07-31,1962.800049
2020-08-03,1966
2020-08-04,2001.199951
2020-08-05,2031.099976
2020-08-06,2051.5
2020-08-07,2010.099976
2020-08-10,2024.400024
2020-08-11,1932.599976
2020-08-12,1934.900024
2020-08-13,1956.699951
2020-08-14,1937
2020-08-17,1985
2020-08-18,1999.400024
2020-08-19,1958.699951
2020-08-20,1933.800049
2020-08-21,1934.599976
2020-08-24,1927.699951
2020-08-25,1911.800049
2020-08-26,1940.699951
2020-08-27,1921.599976
2020-08-28,1964.599976
2020-08-31,1967.599976
2020-09-01,1968.199951
2020-09-02,1934.400024
2020-09-03,1927.599976
2020-09-04,1923.900024
2020-09-08,1933
2020-09-09,1944.699951
2020-09-10,1954.199951
2020-09-11,1937.800049
2020-09-14,1953.099976
2020-09-15,1956.300049
2020-09-16,1960.199951
2020-09-17,1940
2020-09-18,1952.099976
2020-09-21,1901.199951
2020-09-22,1898.599976
2020-09-23,1859.900024
2020-09-24,1868.300049
2020-09-25,1857.699951
2020-09-28,1872.800049
2020-09-29,1894.300049
2020-09-30,1887.5
2020-10-01,1908.400024
2020-10-02,1900.199951
2020-10-05,1912.5
2020-10-06,1901.099976
2020-10-07,1883.599976
2020-10-08,1888.599976
2020-10-09,1919.5
2020-10-12,1922.5
2020-10-13,1888.5
2020-10-14,1901.300049
2020-10-15,1903.199951
2020-10-16,1900.800049
2020-10-19,1906.400024
2020-10-20,1910.400024
2020-10-21,1924.599976
2020-10-22,1901.099976
2020-10-23,1902
2020-10-26,1902.699951
2020-10-27,1908.800049
2020-10-28,1876.199951
2020-10-29,1865.599976
2020-10-30,1877.400024
2020-11-02,1890.400024
2020-11-03,1908.5
2020-11-04,1894.599976
2020-11-05,1945.300049
2020-11-06,1950.300049
2020-11-09,1853.199951
2020-11-10,1875.400024
2020-11-11,1860.699951
2020-11-12,1872.599976
2020-11-13,1885.699951
2020-11-16,1887.300049
2020-11-17,1884.5
2020-11-18,1873.5
2020-11-19,1861.099976
2020-11-20,1872.599976
2020-11-23,1837.800049
2020-11-24,1804.800049
2020-11-25,1805.699951
2020-11-27,1781.900024
2020-11-30,1775.699951
2020-12-01,1814.099976
2020-12-02,1825.699951
2020-12-03,1836.800049
2020-12-04,1835.900024
2020-12-07,1861.800049
2020-12-08,1870.800049
2020-12-09,1834.599976
2020-12-10,1833.599976
2020-12-11,1839.800049
2020-12-14,1828.699951
2020-12-15,1852.300049
2020-12-16,1856.099976
2020-12-17,1887.199951
2020-12-18,1885.699951
2020-12-21,1879.199951
2020-12-22,1866.599976
2020-12-23,1874.699951
2020-12-24,1879.900024
2020-12-28,1877.199951
2020-12-29,1879.699951
2020-12-30,1891
2020-12-31,1893.099976
2021-01-04,1944.699951
2021-01-05,1952.699951
2021-01-06,1906.900024
2021-01-07,1912.300049
2021-01-08,1834.099976
2021-01-11,1849.599976
2021-01-12,1842.900024
2021-01-13,1853.599976
2021-01-14,1850.300049
2021-01-15,1829.300049
2021-01-19,1839.5
2021-01-20,1865.900024
2021-01-21,1865.300049
2021-01-22,1855.699951
2021-01-25,1854.900024
2021-01-26,1850.699951
2021-01-27,1844.900024
2021-01-28,1837.900024
2021-01-29,1847.300049
2021-02-01,1860.800049
2021-02-02,1830.5
2021-02-03,1832.199951
2021-02-04,1788.900024
2021-02-05,1810.900024
2021-02-08,1831.900024
2021-02-09,1835.300049
2021-02-10,1840.599976
2021-02-11,1824.900024
2021-02-12,1821.599976
2021-02-16,1797.199951
2021-02-17,1771.099976
2021-02-18,1773.400024
2021-02-19,1775.800049
2021-02-22,1806.699951
2021-02-23,1804.400024
2021-02-24,1796.400024
2021-02-25,1774.400024
2021-02-26,1728.099976
2021-03-01,1722.5
2021-03-02,1733.099976
2021-03-03,1715.300049
2021-03-04,1700.199951
2021-03-05,1698
2021-03-08,1677.699951
2021-03-09,1716.599976
2021-03-10,1721.5
2021-03-11,1722.300049
2021-03-12,1719.5
2021-03-15,1728.900024
2021-03-16,1730.599976
2021-03-17,1726.800049
2021-03-18,1732.199951
2021-03-19,1741.400024
2021-03-22,1737.800049
2021-03-23,1724.699951
2021-03-24,1732.900024
2021-03-25,1724.900024
2021-03-26,1732.199951
2021-03-29,1712.099976
2021-03-30,1683.900024
2021-03-31,1713.800049
2021-04-01,1726.5
2021-04-05,1727
2021-04-06,1741.5
2021-04-07,1740.099976
2021-04-08,1756.800049
2021-04-09,1743.300049
2021-04-12,1731.199951
2021-04-13,1746.199951
2021-04-14,1734.900024
2021-04-15,1765.400024
2021-04-16,1779
2021-04-19,1769.400024
2021-04-20,1777.300049
2021-04-21,1792.300049
2021-04-22,1781.199951
2021-04-23,1777
2021-04-26,1779.199951
2021-04-27,1778
2021-04-28,1773.199951
2021-04-29,1768.099976
2021-04-30,1767.300049
2021-05-03,1791.400024
2021-05-04,1775.800049
2021-05-05,1784.099976
2021-05-06,1815.5
2021-05-07,1831.099976
2021-05-10,1837.5
2021-05-11,1835.900024
2021-05-12,1822.599976
2021-05-13,1823.800049
2021-05-14,1837.900024
2021-05-17,1867.5
2021-05-18,1867.800049
2021-05-19,1881.300049
2021-05-20,1881.800049
2021-05-21,1876.699951
2021-05-24,1884.599976
2021-05-25,1898.099976
2021-05-26,1901.300049
2021-05-27,1895.699951
2021-05-28,1902.5
2021-06-01,1902.900024
2021-06-02,1907.5
2021-06-03,1871.199951
2021-06-04,1889.800049
2021-06-07,1896.800049
2021-06-08,1892.199951
2021-06-09,1893.199951
2021-06-10,1894.199951
2021-06-11,1877.400024
2021-06-14,1864
2021-06-15,1854.5
2021-06-16,1859.5
2021-06-17,1773.800049
2021-06-18,1767.900024
2021-06-21,1781.800049
2021-06-22,1776.300049
2021-06-23,1782.300049
2021-06-24,1775.599976
2021-06-25,1776.599976
2021-06-28,1779.599976
2021-06-29,1762.800049
2021-06-30,1770.800049
2021-07-01,1775.900024
2021-07-02,1782.599976
2021-07-06,1793.5
2021-07-07,1801.5
2021-07-08,1799.599976
2021-07-09,1810
2021-07-12,1805.5
2021-07-13,1809.400024
2021-07-14,1824.300049
2021-07-15,1828.400024
2021-07-16,1814.5
2021-07-19,1808.699951
2021-07-20,1810.900024
2021-07-21,1802.900024
2021-07-22,1805
2021-07-23,1801.400024
2021-07-26,1798.699951
2021-07-27,1799.5
2021-07-28,1799.5
2021-07-29,1831.199951
2021-07-30,1812.599976
2021-08-02,1818.099976
2021-08-03,1810.099976
2021-08-04,1810.5
2021-08-05,1805.099976
2021-08-06,1760
2021-08-09,1723.400024
2021-08-10,1728.800049
2021-08-11,1750.400024
2021-08-12,1749
2021-08-13,1775.199951
2021-08-16,1786.900024
2021-08-17,1785
2021-08-18,1781.599976
2021-08-19,1780.199951
2021-08-20,1781
2021-08-23,1803.199951
2021-08-24,1805.599976
2021-08-25,1788.199951
2021-08-26,1792.199951
2021-08-27,1816.599976
2021-08-30,1809
2021-08-31,1815
2021-09-01,1813.099976
2021-09-02,1808.699951
2021-09-03,1830.900024
2021-09-07,1795.900024
2021-09-08,1790.699951
2021-09-09,1797.400024
2021-09-10,1789.599976
2021-09-13,1792
2021-09-14,1804.699951
2021-09-15,1792.400024
2021-09-16,1754.599976
2021-09-17,1749.400024
2021-09-20,1761.800049
2021-09-21,1776
2021-09-22,1776.699951
2021-09-23,1747.699951
2021-09-24,1749.699951
2021-09-27,1750
2021-09-28,1735.800049
2021-09-29,1721.5
2021-09-30,1755.300049
2021-10-01,1757
2021-10-04,1766.199951
2021-10-05,1759.599976
2021-10-06,1760.5
2021-10-07,1757.900024
2021-10-08,1756.300049
2021-10-11,1754.599976
2021-10-12,1758.300049
2021-10-13,1793.699951
2021-10-14,1796.699951
2021-10-15,1767.199951
2021-10-18,1764.800049
2021-10-19,1769.699951
2021-10-20,1784.099976
2021-10-21,1781.199951
2021-10-22,1795.5
2021-10-25,1806
2021-10-26,1792.699951
2021-10-27,1797.900024
2021-10-28,1801.599976
2021-10-29,1783
2021-11-01,1795.099976
2021-11-02,1788.699951
2021-11-03,1763.599976
2021-11-04,1793
2021-11-05,1816.400024
2021-11-08,1827.400024
2021-11-09,1830.199951
2021-11-10,1847.599976
2021-11-11,1863.199951
2021-11-12,1867.900024
2021-11-15,1866.099976
2021-11-16,1853.599976
2021-11-17,1869.699951
2021-11-18,1861
2021-11-19,1851.199951
2021-11-22,1806
2021-11-23,1783.5
2021-11-24,1784.099976
2021-11-26,1785.300049
2021-11-29,1782.300049
2021-11-30,1773.599976
2021-12-01,1781.599976
2021-12-02,1760.699951
2021-12-03,1782
2021-12-06,1777.5
2021-12-07,1782.599976
2021-12-08,1783.400024
2021-12-09,1774.599976
2021-12-10,1782.900024
2021-12-13,1786.300049
2021-12-14,1770.400024
2021-12-15,1762.599976
2021-12-16,1796.599976
2021-12-17,1803.800049
2021-12-20,1793.699951
2021-12-21,1787.900024
2021-12-22,1801.599976
2021-12-23,1811.199951
2021-12-27,1808.099976
2021-12-28,1810.199951
2021-12-29,1805.099976
2021-12-30,1812.699951
2021-12-31,1827.5
2022-01-03,1799.400024
2022-01-04,1814
2022-01-05,1824.599976
2022-01-06,1788.699951
2022-01-07,1797
2022-01-10,1798.400024
2022-01-11,1818.599976
2022-01-12,1827.199951
2022-01-13,1821.199951
2022-01-14,1816.5
2022-01-18,1812.300049
2022-01-19,1843.099976
2022-01-20,1842.5
2022-01-21,1831.800049
2022-01-24,1841.699951
2022-01-25,1852.699951
2022-01-26,1829.900024
2022-01-27,1793.300049
2022-01-28,1784.900024
2022-01-31,1795
2022-02-01,1800.300049
2022-02-02,1809.199951
2022-02-03,1803
2022-02-04,1806.599976
2022-02-07,1820.599976
2022-02-08,1826.599976
2022-02-09,1835.199951
2022-02-10,1836.199951
2022-02-11,1840.800049
2022-02-14,1868
2022-02-15,1854.800049
2022-02-16,1870.199951
2022-02-17,1900.699951
2022-02-18,1898.599976
2022-02-22,1906.099976
2022-02-23,1909.199951
2022-02-24,1925.099976
2022-02-25,1886.5
2022-02-28,1899.400024
2022-03-01,1942.400024
2022-03-02,1920.900024
2022-03-03,1934.400024
2022-03-04,1965.099976
2022-03-07,1993.900024
2022-03-08,2040.099976
2022-03-09,1985.900024
2022-03-10,1998.099976
2022-03-11,1982.699951
2022-03-14,1959.599976
2022-03-15,1928.5
2022-03-16,1908
2022-03-17,1942.099976
2022-03-18,1928.199951
2022-03-21,1928.599976
2022-03-22,1920.699951
2022-03-23,1936.599976
2022-03-24,1961.599976
2022-03-25,1953.800049
2022-03-28,1939.599976
2022-03-29,1912
2022-03-30,1933.5
2022-03-31,1949.199951
2022-04-01,1919.099976
2022-04-04,1929.199951
2022-04-05,1922.900024
2022-04-06,1918.400024
2022-04-07,1933.800049
2022-04-08,1941.599976
2022-04-11,1944.300049
2022-04-12,1972.099976
2022-04-13,1981
2022-04-14,1970.900024
2022-04-18,1982.900024
2022-04-19,1955.699951
2022-04-20,1952.300049
2022-04-21,1944.900024
2022-04-22,1931
2022-04-25,1893.199951
2022-04-26,1901.400024
2022-04-27,1885.900024
2022-04-28,1888.699951
2022-04-29,1909.300049
2022-05-02,1861.800049
2022-05-03,1868.800049
2022-05-04,1867
2022-05-05,1874
2022-05-06,1881.199951
2022-05-09,1857.099976
2022-05-10,1839.900024
2022-05-11,1852.599976
2022-05-12,1823.800049
2022-05-13,1807.400024
2022-05-16,1813.5
2022-05-17,1818.199951
2022-05-18,1815.900024
2022-05-19,1841.199951
2022-05-20,1841.800049
2022-05-23,1847.800049
2022-05-24,1865.099976
2022-05-25,1846.199951
2022-05-26,1847.400024
2022-05-27,1851.300049
2022-05-31,1842.699951
2022-06-01,1843.300049
2022-06-02,1866.5
2022-06-03,1845.400024
2022-06-06,1839.199951
2022-06-07,1847.5
2022-06-08,1851.900024
2022-06-09,1848.800049
2022-06-10,1871.5
2022-06-13,1828
2022-06-14,1809.5
2022-06-15,1815.300049
2022-06-16,1845.699951
2022-06-17,1835.599976
2022-06-21,1834.599976
2022-06-22,1834.300049
2022-06-23,1825.699951
2022-06-24,1826.5
2022-06-27,1820.900024
2022-06-28,1817.5
2022-06-29,1813.699951
2022-06-30,1804.099976
2022-07-01,1798.900024
2022-07-05,1761.800049
2022-07-06,1734.900024
2022-07-07,1737.900024
2022-07-08,1740.599976
2022-07-11,1730
2022-07-12,1723.300049
2022-07-13,1734.199951
2022-07-14,1704.5
2022-07-15,1702.400024
2022-07-18,1709.199951
2022-07-19,1710
2022-07-20,1699.5
2022-07-21,1712.699951
2022-07-22,1727.099976
2022-07-25,1719
2022-07-26,1717.699951
2022-07-27,1719.099976
2022-07-28,1750.300049
2022-07-29,1762.900024
2022-08-01,1769
2022-08-02,1771.099976
2022-08-03,1758
2022-08-04,1788.5
2022-08-05,1772.900024
2022-08-08,1786.800049
2022-08-09,1794
2022-08-10,1795.599976
2022-08-11,1789.699951
2022-08-12,1798.599976
2022-08-15,1781.400024
2022-08-16,1773.199951
2022-08-17,1760.300049
2022-08-18,1755.300049
2022-08-19,1747.599976
2022-08-22,1734
2022-08-23,1746.800049
2022-08-24,1747.800049
2022-08-25,1757.699951
2022-08-26,1736.099976
2022-08-29,1736.599976
2022-08-30,1723.199951
2022-08-31,1712.800049
2022-09-01,1696.599976
2022-09-02,1709.800049
2022-09-06,1700.400024
2022-09-07,1715.300049
2022-09-08,1708
2022-09-09,1716.199951
2022-09-12,1728.099976
2022-09-13,1705
2022-09-14,1696.5
2022-09-15,1665.400024
2022-09-16,1671.699951
2022-09-19,1666.199951
2022-09-20,1659.699951
2022-09-21,1664.599976
2022-09-22,1670.800049
2022-09-23,1645.300049
2022-09-26,1623.300049
2022-09-27,1626.699951
2022-09-28,1660.400024
2022-09-29,1658.5
2022-09-30,1662.400024
2022-10-03,1692.900024
2022-10-04,1721.099976
2022-10-05,1711.400024
2022-10-06,1711.699951
2022-10-07,1700.5
2022-10-10,1667.300049
2022-10-11,1678.699951
2022-10-12,1670.300049
2022-10-13,1670
2022-10-14,1641.699951
2022-10-17,1657
2022-10-18,1649
2022-10-19,1627.5
2022-10-20,1630.800049
2022-10-21,1651
2022-10-24,1648.699951
2022-10-25,1652.800049
2022-10-26,1664
2022-10-27,1660.699951
2022-10-28,1639.599976
2022-10-31,1635.900024
2022-11-01,1645
2022-11-02,1645.699951
2022-11-03,1627.300049
2022-11-04,1672.5
2022-11-07,1676.5
2022-11-08,1712.099976
2022-11-09,1710.099976
2022-11-10,1750.300049
2022-11-11,1766
2022-11-14,1773.599976
2022-11-15,1773.800049
2022-11-16,1773
2022-11-17,1760.800049
2022-11-18,1751.900024
2022-11-21,1737.400024
2022-11-22,1738.300049
2022-11-23,1744.900024
2022-11-25,1753.300049
2022-11-28,1740.099976
2022-11-29,1748.400024
2022-11-30,1746
2022-12-01,1801.099976
2022-12-02,1795.900024
2022-12-05,1767.400024
2022-12-06,1769.300049
2022-12-07,1785.5
2022-12-08,1788.699951
2022-12-09,1798.099976
2022-12-12,1780.5
2022-12-13,1813.900024
2022-12-14,1807.5
2022-12-15,1777.199951
2022-12-16,1790
2022-12-19,1787.699951
2022-12-20,1815.900024
2022-12-21,1815.900024
2022-12-22,1787
2022-12-23,1795.900024
2022-12-27,1814.800049
2022-12-28,1807.900024
2022-12-29,1819.5
2022-12-30,1819.699951
2023-01-03,1839.699951
2023-01-04,1852.800049
2023-01-05,1834.800049
2023-01-06,1864.199951
2023-01-09,1872.699951
2023-01-10,1871.599976
2023-01-11,1874.599976
2023-01-12,1895.5
2023-01-13,1918.400024
2023-01-17,1907.199951
2023-01-18,1904.400024
2023-01-19,1922.099976
2023-01-20,1926.400024
2023-01-23,1927.099976
2023-01-24,1933.900024
2023-01-25,1941.199951
2023-01-26,1929.099976
2023-01-27,1928.599976
2023-01-30,1922.900024
2023-01-31,1929.5
2023-02-01,1927.800049
2023-02-02,1916.300049
2023-02-03,1862.900024
2023-02-06,1866.199951
2023-02-07,1871.699951
2023-02-08,1877.400024
2023-02-09,1866.199951
2023-02-10,1862.800049
2023-02-13,1851.900024
2023-02-14,1854
2023-02-15,1834.199951
2023-02-16,1842
2023-02-17,1840.400024
2023-02-21,1833
2023-02-22,1832
2023-02-23,1818
2023-02-24,1808.800049
2023-02-27,1817
2023-02-28,1828.900024
2023-03-01,1837.699951
2023-03-02,1833.5
2023-03-03,1847.699951
2023-03-06,1847.900024
2023-03-07,1813.900024
2023-03-08,1812.699951
2023-03-09,1829.300049
2023-03-10,1862
2023-03-13,1911.699951
2023-03-14,1906.199951
2023-03-15,1926.599976
2023-03-16,1919
2023-03-17,1969.800049
2023-03-20,1979.199951
2023-03-21,1938
2023-03-22,1946.800049
2023-03-23,1993.800049
2023-03-24,1982.099976
2023-03-27,1952.400024
2023-03-28,1972.400024
2023-03-29,1966.099976
2023-03-30,1980.300049
2023-03-31,1969
2023-04-03,1983.900024
2023-04-04,2022.199951
2023-04-05,2020.900024
2023-04-06,2011.900024
2023-04-10,1989.099976
2023-04-11,2004.800049
2023-04-12,2010.900024
2023-04-13,2041.300049
2023-04-14,2002.199951
2023-04-17,1994.199951
2023-04-18,2007.400024
2023-04-19,1995.199951
2023-04-20,2007.599976
2023-04-21,1979.5
2023-04-24,1989.099976
2023-04-25,1994
2023-04-26,1985.699951
2023-04-27,1989.900024
2023-04-28,1990.099976
2023-05-01,1983.400024
2023-05-02,2014.300049
2023-05-03,2028.599976
2023-05-04,2048
2023-05-05,2017.400024
2023-05-08,2026.300049
2023-05-09,2036.199951
2023-05-10,2030.5
2023-05-11,2014.699951
2023-05-12,2014.5
2023-05-15,2018
2023-05-16,1988.400024
2023-05-17,1980.699951
2023-05-18,1956.5
2023-05-19,1978.699951
2023-05-22,1974.800049
2023-05-23,1972.400024
2023-05-24,1962.800049
2023-05-25,1943.099976
2023-05-26,1944.099976
2023-05-30,1958
2023-05-31,1963.900024
2023-06-01,1978
2023-06-02,1952.400024
2023-06-05,1958
2023-06-06,1965.5
2023-06-07,1942.699951
2023-06-08,1963.599976
2023-06-09,1962.199951
2023-06-12,1955.300049
2023-06-13,1944.599976
2023-06-14,1955.300049
2023-06-15,1957.800049
2023-06-16,1958.400024
2023-06-20,1935.5
2023-06-21,1933.300049
2023-06-22,1912.699951
2023-06-23,1919.099976
2023-06-26,1923.699951
2023-06-27,1914
2023-06-28,1912.300049
2023-06-29,1909.199951
2023-06-30,1921.099976
2023-07-03,1921.699951
2023-07-05,1919.599976
2023-07-06,1908.699951
2023-07-07,1926.199951
2023-07-10,1925
2023-07-11,1931.300049
2023-07-12,1956.199951
2023-07-13,1959.199951
2023-07-14,1960.099976
2023-07-17,1952.400024
2023-07-18,1977.199951
2023-07-19,1977.5
2023-07-20,1968.300049
2023-07-21,1964.300049
2023-07-24,1960.300049
2023-07-25,1962.099976
2023-07-26,1968.900024
2023-07-27,1945.400024
2023-07-28,1960.400024
2023-07-31,1970.5
2023-08-01,1940.699951
2023-08-02,1937.400024
2023-08-03,1932
2023-08-04,1939.599976
2023-08-07,1933.5
2023-08-08,1924.099976
2023-08-09,1915.400024
2023-08-10,1914.400024
2023-08-11,1912.900024
2023-08-14,1910.599976
2023-08-15,1902.5
2023-08-16,1896.099976
2023-08-17,1884.099976
2023-08-18,1886.099976
2023-08-21,1893.300049
2023-08-22,1896.400024
2023-08-23,1918.5
2023-08-24,1918.199951
2023-08-25,1911.099976
2023-08-28,1917.900024
2023-08-29,1936.5
2023-08-30,1944.300049
2023-08-31,1938.199951
2023-09-01,1939.800049
2023-09-05,1926.199951
2023-09-06,1918.099976
2023-09-07,1917.5
2023-09-08,1918.400024
2023-09-11,1923.300049
2023-09-12,1911.300049
2023-09-13,1909.099976
2023-09-14,1910
2023-09-15,1923.699951
2023-09-18,1931.5
2023-09-19,1932
2023-09-20,1945.599976
2023-09-21,1919.199951
2023-09-22,1925.400024
2023-09-25,1916.599976
2023-09-26,1900.400024
2023-09-27,1871.599976
2023-09-28,1860.400024
2023-09-29,1848.099976
2023-10-02,1830
2023-10-03,1824.599976
2023-10-04,1818.5
2023-10-05,1816.599976
2023-10-06,1830.199951
2023-10-09,1849.5
2023-10-10,1861
2023-10-11,1872.800049
2023-10-12,1869.300049
2023-10-13,1927.400024
2023-10-16,1921.099976
2023-10-17,1922.699951
2023-10-18,1955.300049
2023-10-19,1968.400024
2023-10-20,1982.5
2023-10-23,1976.300049
2023-10-24,1975
2023-10-25,1984.099976
2023-10-26,1987.199951
2023-10-27,1988.599976
2023-10-30,1996.199951
2023-10-31,1985.199951
2023-11-01,1978.800049
2023-11-02,1985.599976
2023-11-03,1991.5
2023-11-06,1981.599976
2023-11-07,1966.800049
2023-11-08,1951.5
2023-11-09,1964.199951
2023-11-10,1932.599976
2023-11-13,1945.5
2023-11-14,1961.800049
2023-11-15,1960.099976
2023-11-16,1983.900024
2023-11-17,1981.599976
2023-11-20,1977.699951
2023-11-21,1999.300049
2023-11-22,1991.400024
2023-11-24,2002.199951
2023-11-27,2011.800049
2023-11-28,2039.699951
2023-11-29,2047.099976
2023-11-30,2038.099976
2023-12-01,2071
2023-12-04,2024.099976
2023-12-05,2018.5
2023-12-06,2030.5
2023-12-07,2029.900024
2023-12-08,1998.300049
2023-12-11,1978
2023-12-12,1977.800049
2023-12-13,1982.300049
2023-12-14,2030.199951
2023-12-15,2021.099976
2023-12-18,2026.300049
2023-12-19,2038.400024
2023-12-20,2034.5
2023-12-21,2039.099976
2023-12-22,2057.100098
2023-12-26,2058.199951
2023-12-27,2081.899902
2023-12-28,2073.899902
2023-12-29,2062.399902
2024-01-02,2064.399902
2024-01-03,2034.199951
2024-01-04,2042.300049
2024-01-05,2042.400024
2024-01-08,2026.599976
2024-01-09,2026.400024
2024-01-10,2021.699951
2024-01-11,2014.300049
2024-01-12,2046.699951
2024-01-16,2026
2024-01-17,2002.599976
2024-01-18,2018.599976
2024-01-19,2026.5
2024-01-22,2019.800049
2024-01-23,2023.699951
2024-01-24,2013.900024
