date,usd_inr
2019-04-03,68.91020203
2019-04-04,68.84999847
2019-04-05,68.97039795
2019-04-08,69.16000366
2019-04-09,69.55249786
2019-04-10,69.26180267
2019-04-11,69.14019775
2019-04-12,69.43000031
2019-04-15,69.16100311
2019-04-16,69.80999756
2019-04-17,69.88500214
2019-04-18,69.40100098
2019-04-19,69.3809967
2019-04-22,69.36000061
2019-04-23,70.0625
2019-04-24,69.75800323
2019-04-25,70.09580231
2019-04-26,70.16000366
2019-04-29,69.84200287
2019-04-30,69.8117981
2019-05-01,69.55599976
2019-05-02,69.63289642
2019-05-03,69.42440033
2019-05-06,69.16799927
2019-05-07,69.40029907
2019-05-08,69.91000366
2019-05-09,70.01000214
2019-05-10,70.41000366
2019-05-13,69.92250061
2019-05-14,70.61699677
2019-05-15,70.30699921
2019-05-16,70.209198
2019-05-17,70.23500061
2019-05-20,70.28150177
2019-05-21,70.12750244
2019-05-23,69.97250366
2019-05-24,69.94499969
2019-05-27,69.36000061
2019-05-28,69.72000122
2019-05-29,69.875
2019-05-30,69.81500244
2019-05-31,69.98000336
